Cluster	clsy1234_r1	clsy1234_r2	col0_r1	col0_r2	nrpd1_3_r1	nrpd1_3_r2	NRPD1_3xF_Mut10_r1	NRPD1_3xF_Mut10_r2	NRPD1_3xF_Mut9_r1	NRPD1_3xF_Mut9_r2	NRPD1_3xF_WT2_r1	NRPD1_3xF_WT2_r2	WTSucSul_r1	WTSucSul_r2	nrpd1_49_r1	nrpd1_49_r2	nrpd1_50_r1	nrpd1_50_r2	nrpd1_51_r1	nrpd1_51_r2
merged_3_15451916	0	0	9.79	7.35	0	0	0	0	0	0.12	9.11	10.81	6.36	11.87	0	0	0	0.23	0	0
merged_4_144647	0	0	5.45	6.58	0	0.09	0.17	0.08	0.23	0.07	12.91	10.36	22.13	21.77	0	0	0.23	0.28	0.13	0
merged_3_12144474	0.12	0.15	5.9	6.17	0	0.06	0	0.31	0.3	0.14	6.3	4.24	2.99	3.15	0.07	0	0.29	0.35	0	0
merged_4_5300820	0.14	0	31.11	35.11	0.16	0.07	0.12	0.29	1.12	0.91	65.5	64.63	30.26	31.25	0.07	0.22	1.58	1.1	0.18	0
merged_1_8488264	0	0.14	23.23	20.59	0.07	0	0.2	0.33	1.41	1.31	24.33	23.72	10.74	9.67	0.06	0	0.88	1.05	0	0
merged_1_14840361	0.01	0	3.2	3.27	0	0	0.01	0.01	0.05	0.04	7.01	5.9	4.91	4.7	0.24	0.21	0.16	0.13	0	0
merged_5_15386396	0.19	0.08	9.12	8.48	0	0	0.08	0.4	0.24	0.45	13.46	10.29	3.13	2.73	0	0.32	0.12	0.14	0	0.11
merged_5_12849151	0	0.13	3.52	4.41	0.13	0	0.15	0.14	0.09	0.3	3.5	3.89	4.41	4	0.06	0	0.27	0	0	0
merged_3_20539220	0.07	0.25	159.05	161.36	0.16	0.1	0.03	0.11	0.5	1.25	105.1	98.97	170.81	167.31	3.94	3.63	5.78	4.51	0.32	0.24
merged_4_3518401	0	0	1.19	1.24	0	0	0	0	0	0.05	0.83	0.97	1.77	1.21	0.13	0	0.07	0.09	0	0
merged_5_11772042	0	0	2.62	3.39	0	0	0	0.07	0.19	0	4.08	3.82	4.17	3.6	0.08	0	0.19	0	0	0
merged_1_5055850	0.42	0	81.03	82.68	0.12	0.2	0.09	0.26	0.5	0.73	100.49	98.56	80.77	76.24	0.11	0.17	0.75	0.9	0.27	0.12
merged_5_11281646	0	0.11	2.27	3.35	0.51	0	0.5	0.47	0.57	1.43	4.56	4.71	3.64	4.91	0	0	0.34	0.61	0	0
merged_1_16724730	0.01	0.01	4.42	4.54	0	0	0.02	0.03	0.12	0.15	11.18	9.9	6.98	7.04	0.05	0.11	0.17	0.14	0.01	0.01
merged_5_20233063	0.06	0.15	31.34	27.53	0	0.06	0.33	0.05	0.25	0.82	32.82	32.49	47.34	47.01	0	0.1	0.97	0.98	0.08	0
merged_3_12182844	0	0.04	2.29	1.86	0.05	0.04	0.04	0.04	0.04	0.07	5.53	4.86	1.05	1.9	0.05	0	0.11	0.26	0	0
merged_1_1705943	0	0	39.54	38.77	0.39	0.31	0.29	0.27	1.32	0.76	64.49	58.2	32.46	32.55	0	0	0.78	0.47	0	0
merged_5_13000311	0.05	0.02	5.2	4.68	0	0	0.01	0.01	0.14	0.13	12.34	10.31	7.13	7.65	0.4	0.24	0.24	0.4	0.02	0.02
merged_3_22173653	0	0.41	78.52	79.63	0	0.29	0.44	0.59	0.82	0.24	26.41	23.3	72.8	71.14	1.74	0.5	0.85	0.73	0.27	0.12
merged_1_7344271	0	0.15	40.4	38.82	0.67	0.18	0	0.16	0.92	0.59	56.77	51.19	44.14	45.7	0.2	0.31	0.68	1.09	0	0
merged_3_17740906	0	0.1	10.65	10.4	0.1	0.45	0.08	0.07	0.07	0.5	12.73	11.55	7.74	8.3	0.05	0	0.16	0.37	0.06	0.2
merged_1_14146460	0	0	8.81	9.92	0.42	0	0	0	0.29	0	13.55	14.66	3.03	2.3	0	0	0	0	0	0
merged_2_5100963	0.01	0.01	1.39	1.67	0.01	0.01	0.04	0.02	0.05	0.08	4.87	3.82	3.03	3.1	0.07	0.06	0.08	0.09	0.01	0
merged_5_16921806	0	0.07	29.2	28.53	0	0.32	0.22	0.34	0.27	0.71	38.89	32.47	13.57	12.56	0.09	0	0.5	0.72	0	0.1
merged_1_11735904	0.49	0	23.17	19.44	0	0	0	0	0.2	0	20.69	21.59	11.16	12.77	0	0	0.29	0.7	0	0
merged_5_17893448	0.04	0.06	6.93	6.5	0.02	0.01	0.15	0.1	0.22	0.28	10.64	9.52	6.88	6.59	0.05	0.06	0.28	0.22	0.04	0.01
merged_3_10395185	0.19	0	2.19	2.28	0	0	0	0	0.46	0.07	7.58	5.26	7.88	7.01	0.1	0.15	0.57	0.54	0	0
merged_2_2213678	0	0.18	23.87	21.82	0	0.21	0	0	0	0.34	18.99	15.33	8.76	10.87	0	0	0.52	1.26	0	0
merged_1_27033694	0	0	8.74	7.98	0	0	0.05	0	0.09	0.09	9.93	9.64	4.34	3.64	0.06	0	0	0	0	0.07
merged_4_8972452	0	0.4	2.48	2.19	0.89	0	0	0	0	0	0.83	2.66	4.93	6.49	0	0	0	0	0.66	0
merged_1_17448376	0.24	0.29	40.13	33.41	0	0.12	0.53	0.2	0.49	1.21	43	42.91	13.95	13.31	0.13	0	0.43	0.69	0	0
merged_3_11718442	0	0	10.81	10.27	0	0	0.1	0.18	0.09	0.34	20.84	17.72	9.04	10.71	0	0	0.66	0.16	0	0
merged_3_13178379	0	0	3	1.58	0	0	0.56	0.79	1.29	1.49	3.72	2.81	1.05	0.46	0	0	0	0	0	0
merged_3_7231756	0.1	0.08	88	90.63	0	0	0.17	0.16	0.31	0.83	127.22	105.43	24.92	20.12	0.1	0.16	0.12	0	0	0.11
merged_5_8872825	0	0.13	33.66	30.29	0	0	0.19	0.05	0.09	0.3	16.76	13.87	15.58	15.25	0	0	0.27	0	0	0
merged_4_5268651	0	0.03	3.2	2.57	0	0	0.03	0.1	0.09	0.09	5.54	5.13	3.28	3.41	0	0.12	0.3	0.17	0.03	0.02
merged_4_4192100	0	0.04	2.67	2.98	0	0.04	0.16	0.08	0.04	0.25	4.97	4.57	2.84	2.71	0	0	0.45	0.27	0	0
merged_1_16879238	0	0.16	58.7	57.97	0.09	0.08	0	0.03	0.13	0.4	67.86	68.13	52.07	54.45	0.34	0.25	0.47	0.68	0.1	0
merged_1_29312451	0.23	0.06	37.33	31.97	0	0.07	0.07	0.13	0.19	0.3	37.93	37.68	15.43	15.81	0.08	0	0.19	0.56	0.1	0
merged_5_5288319	0.11	0.27	121.79	130.62	0.13	0.43	0.19	0.18	0.18	0	1.73	2.51	87.87	86.52	0.24	0	0	0	0.44	0
merged_2_8560404	0	0.07	8.16	8.57	0.02	0.02	0.07	0.18	0.21	0.32	13.69	11.91	14.64	13.32	0.03	0.03	0.53	0.45	0.03	0.08
merged_2_6176001	0.15	0.19	38.95	38.53	0.01	0.05	0.15	0.14	0.39	0.64	47.01	43.18	23.29	22.95	0.08	0.08	0.52	0.35	0.08	0.06
merged_4_2470931	0	0	9.34	10.13	0	0	0	0	0	0	15.33	14.45	6.57	7.21	0	0	1.84	1.11	0	0
merged_1_15688130	0	0	6.74	6.37	0	0	0.05	0.13	0.09	0.08	8.71	8.16	3.83	4.44	0	0	0.06	0.23	0	0
merged_3_21551986	0	0.13	17.8	15.18	0	0.08	0	0	0.13	0.12	22.75	20.15	7.93	7.62	0	0	0	0.45	0	0
merged_4_5363129	0	0.13	18.55	18.81	0	0.05	0.14	0.26	0.42	0.48	22.55	21.38	11.67	13.18	0.06	0.08	1.12	0.67	0.07	0
merged_2_4749731	0	0	4.03	3.44	0	0	0	0.37	0.6	0.69	7.43	4.95	1.67	1.83	0.16	0	0.36	0.64	0.2	0
merged_4_17637163	2.05	1	641.77	581.68	0.36	0	0.19	0.11	2.56	1.39	146.49	127.29	398.8	377.04	6.63	4.51	4.87	4.18	0.51	0.45
merged_1_21244224	0.02	0.01	5.13	5.12	0	0.02	0.11	0.07	0.25	0.08	9.58	8.47	8.85	8.03	0.05	0.04	0.26	0.27	0.02	0.01
merged_2_10018406	0.2	0.16	15.85	14.8	0	0	0.17	0.16	0	0.45	24.78	22.4	12.59	15.5	0	0	0	0.28	0	0
merged_3_14216338	0.06	0.09	3.15	2.82	0.07	0	0.05	0	0	0.09	3.13	4.3	5.19	5.24	0	0	0.07	0.25	0.08	0
merged_5_20208953	0.19	0.21	42.41	41.46	0.23	0.31	0.45	0.58	0.46	0.74	56.31	52.82	50.5	53.61	0.2	0.21	0.92	0.64	0.17	0
merged_2_11645738	0.22	0.18	59.92	56.93	0.67	0	0.2	0.09	0.54	0.35	81.07	78.11	24.64	25.75	0.12	0	0.54	0.64	0	0
merged_5_17222872	0.21	0.25	32.33	30.42	0	0.4	0.09	0.09	0.25	0.32	8.76	6.76	6.06	6.42	0.11	0	0.13	0	0.28	0.25
merged_2_16625668	0.07	0	12.63	13.07	0	0	0.41	0.11	0.49	0.57	16.28	16.61	7.78	7.28	0.14	0.11	0.32	0.19	0	0
merged_3_10477833	0.03	0.04	3.98	4.03	0.07	0.06	0.1	0.08	0.25	0.2	8.03	7.3	4.97	5.04	0.03	0.01	0.15	0.22	0	0.03
merged_4_7694646	0	0	5.87	5.89	0	0	0	0.04	0	0.08	12.46	9.93	5.73	6.14	0.11	0.08	0.12	0.07	0.06	0
merged_5_13295601	0	0.03	2.98	2.6	0	0	0.01	0.07	0.09	0.19	6.09	5	4.3	3.93	0.03	0.02	0.1	0.06	0	0.03
merged_3_14676486	0.03	0.01	9.22	9.12	0	0.01	0.07	0.04	0.11	0.2	19.25	18.75	7.58	7.78	0.06	0.05	0.2	0.24	0	0.02
merged_5_14175015	0.02	0.04	3.08	3.22	0	0	0.09	0	0.06	0.15	4.81	4.12	1.79	1.89	0	0.04	0.09	0.04	0	0
merged_5_10672707	0	0	5.51	5.84	0	0.21	0	0	0.36	0.17	17.19	14.86	10.64	7.36	0	0	0.53	0	0	0
merged_3_9142274	0.17	0.39	199.72	192.15	0	0	0.11	0.22	0.46	1.11	165.24	165.68	55.79	58.14	3.31	2.48	3.24	2.7	0.06	0.05
merged_1_13198941	0.15	0.2	73.61	72.48	0	0	0	0.08	0.24	0.15	37.34	39.36	47.12	45.06	0.37	0.4	0.24	0.07	0	0.06
merged_2_1912232	0.12	0.19	27.26	25.46	0.14	0.11	0.1	0.15	0.09	0.09	16.22	17.94	19.05	18.25	0.06	0.09	1.05	0.25	0	0.07
merged_5_9827481	0	0	43.91	43.51	0	0	0.23	0.44	0.85	0	63.52	55.47	17.55	19.25	0.28	0	0.63	0	0	0.31
merged_5_13548599	0	0.09	10.85	8.33	0.25	0	0.09	0	0.09	0.17	13.85	13.93	3.51	3.01	0	0	0	0.77	0	0
merged_1_19146821	0	0	14.75	13.02	0	0	0	0.1	0.2	0.48	24.42	21.75	9.19	10.54	0	0.2	0.45	0.36	0	0
merged_1_18640583	0	0.2	26.39	22.86	0.2	0	0.15	0.21	0.07	0.13	11.58	11.73	15.69	16.85	0.09	0	0.2	0.12	0	0
merged_2_8061959	0	0	14.72	13.57	0	0	0	0	0	0	20.18	14.88	29.51	26.51	0	0	0	0.47	0	0
merged_3_12182055	0.09	0	2.2	2.24	0	0	0	0	0.07	0.07	6.28	4.26	2.15	2.88	0	0	0.11	0	0	0
merged_5_6384156	0	0	31.39	29.42	0	0	0	0	0.13	0	38.29	34.07	32.17	30.37	0	0	0.19	0	0.2	0.18
merged_4_3050615	0	0	4.66	4.9	0.03	0	0.02	0	0.02	0.09	7.28	6.58	6.41	5.28	0.28	0.39	0.16	0.06	0	0
merged_1_14586600	0	0	2.11	2.52	0	0	0.02	0	0	0.02	4.25	3.34	4	3.57	0.06	0.13	0.13	0.15	0	0
merged_4_4640895	0.13	0.11	10.23	10.24	0.04	0.1	0.44	0.39	0.76	1.01	14.16	12.49	6.68	6.68	0.04	0.16	1.17	1.16	0.04	0.04
merged_3_19713383	0	0	28.21	30.85	0	0	0	0.71	0	0	25.71	25.08	15.12	11.06	0	0	0	0	0	0
merged_2_6155323	0.06	0.02	7.39	5.74	0	0	0.03	0.02	0.07	0.18	9.55	8.65	9.8	8.84	0.03	0	0.11	0.13	0	0
merged_3_11135372	0	0.17	26.85	26.81	0	0	0.29	0	0.18	0.17	34.41	30.68	14.24	15.85	0	0	0	0	0	0
merged_1_29472362	0.12	0	6.29	6.93	0	0	0.11	0.1	0	0	5.14	5.97	5.45	4.47	0	0	0.59	0	0.16	0.15
merged_2_2318655	0.08	0.1	27.51	25.52	0.19	0.15	0.45	0.53	0.26	0.34	21.3	20.64	19.31	19.86	0.09	0.06	0.53	0.69	0.16	0.14
merged_5_9557656	0.2	0.16	18.6	18.21	0.12	0	0	0.08	0.17	0.48	17.13	19.7	11.78	12.71	0	0.33	0.25	0.15	0	0
merged_1_7035863	0	0	7.28	6.29	0	0	0	0	0	0.19	9.02	9.2	3.73	2.94	0	0	0	0	0	0
merged_2_5120626	0	0	12.22	11.05	0.1	0	0.15	0.22	0.63	0.68	14.24	12.07	10.95	9.68	0	0.71	1.46	1.25	0.11	0
merged_4_16320834	0	0	8.8	11.66	0.23	0	0	0	0	0.15	2.73	2.38	7.23	6.98	0	0	0	0	0	0.22
merged_1_21509505	0.09	0.35	47.12	43.35	0.21	0.17	0.15	0.22	0.49	0.68	36.7	31.3	19.54	21.82	0.19	0.14	0.1	0.25	0	0.1
merged_4_5312999	0	0	50.11	52.55	0	0	0.17	0.33	0.8	0.31	86.26	74.55	86.84	88.84	0.42	0	1.43	1.71	0.26	0
merged_3_13590874	0.1	0.4	20.31	20.57	0.36	0.48	0.88	0.33	0.41	0.7	42.36	37.59	15	15.95	0.11	0	0.48	0.87	0.13	0
merged_1_16673266	0	0.53	20.48	18.91	0	0	0.58	0.37	0.36	0.86	23.12	19.38	11.62	12.27	0.24	0	1.85	2.54	0	0
merged_1_18766975	0	0	7.31	6.83	0	0	0	0	0	0	9.11	9.56	3.96	3.76	0	0	0.48	0	0	0
merged_5_20556518	0.1	0.08	4.13	3.93	0.12	0.1	0	0.17	0.5	0.16	6.47	6.93	2.29	2.14	0.11	0	0.25	0	0.13	0
merged_1_19226234	0.34	0.55	15.73	15.12	0.61	0.33	0.67	0.21	0.41	0.13	5.75	4.21	33.71	31.17	0.27	0.55	0.71	0.73	0.67	0.4
merged_5_25049063	0.24	0	17.73	18.41	0.29	0.46	0.21	0.79	0.19	0	12.88	8.86	6.14	7.09	0	0	0	0	0	0.28
merged_1_16965750	0.05	0	12.41	11.15	0	0	0.05	0	0.3	0.12	17.08	15.65	6.82	6.83	0	0	0.25	0	0	0
merged_3_12109577	0	0	3.94	3.92	0	0	0	0.16	0.16	0.15	10.25	10.63	4.06	3.06	0	0	0	0.28	0	0
merged_3_16279808	0.04	0.31	200.6	178.3	0.05	0	0.19	0.04	0.49	0.57	96.23	93.7	60.42	57.62	0.46	0.7	0.41	0.44	0.11	0.1
merged_1_25672912	0	0.18	99.38	91.31	0.14	0.04	0.17	0.06	0.15	0.21	25.73	25.6	55.91	53.32	0.12	0.25	0.05	0.16	0	0.13
merged_1_20126589	0	0.21	15.44	13.33	0.2	0.16	0.22	0.28	0.21	0.27	3.89	3.43	25.7	25.11	0	0.28	0.82	0.62	0	0
merged_3_20483804	0	0.06	16.97	15.1	0	0	0	0.06	0.13	0.55	18.28	17.34	7.89	7.86	0.08	0	0.09	0.34	0	0
merged_3_15483326	0	0	4.57	3.12	0	0	0.14	0	0.26	0.13	3.59	4.88	3.52	4.33	0.17	0	0.19	0.7	0	0
merged_2_5940757	0.18	0.38	204.8	190.12	0.14	0.03	0.31	0.27	0.79	1.65	233.49	212.05	162.21	159.66	1.93	1.34	5.46	4.64	0.16	0.21
merged_1_13360582	0	0	6.63	6.18	0	0	0	0	0.09	0.17	14.39	13.15	6.83	6.95	0.12	0	0.13	0.31	0	0.38
merged_3_17881312	0	0.12	20.03	19.33	0.54	0.29	0	0	0.37	0.24	15.97	13.5	5.09	4.38	0	0	0	0.44	0.2	0
merged_1_8474767	0.1	0.06	13.88	13.48	0	0.16	0.15	0.11	0.39	0.16	15.59	13.38	11.45	12.57	0.04	0	0.21	0.1	0	0
merged_2_2312041	0	0	11.7	11.05	0	0	0	0	0	0.14	13.39	12.4	9.1	9.6	0	0	0	0.76	0	0
merged_2_422947	0	0.66	85.16	85.2	0	0.31	0.14	0.27	0.66	0.25	81.29	69.17	90.26	92.69	0.17	0	0.59	0.47	0	0
merged_5_4313210	0	0	7.88	7.84	0	0	0	0	0	0.15	9.58	8.95	3.95	3.8	0.2	0	0	0	0	0
merged_5_13917463	0.12	0.05	13.23	12.6	0	0.06	0.15	0	0.24	0.18	15.35	12.66	15.98	13.13	0	0	0.35	0.08	0.15	0
merged_4_3124081	0	0	2.08	1.87	0	0	0	0	0	0	4.07	2.92	1.77	1.16	0	0	0.43	0	0	0
merged_5_12508352	0.24	0.14	8.61	9.24	0	0.23	0.31	0.35	0.53	0.74	12.9	12.2	3.22	2.97	0.13	0	1	0.69	0.08	0.21
merged_1_16748831	0	0.02	1.68	1.86	0	0.02	0.03	0.1	0.05	0.24	3.26	3.2	2.5	2.74	0	0.06	0.26	0.25	0	0
merged_2_7093806	0	0.23	8.52	9.1	0.34	0	0	0	0	0	7.13	10.03	11.09	10.93	0	0	0	0	0	0
merged_4_2336909	0	0	8.02	9.37	0	0	0	0	0.15	0	10.56	9.33	7.52	7.07	0	0	0	0.52	0	0
merged_4_1357323	0.19	0	17.46	15.07	0	0	0	0.4	0.16	0.75	12.2	10.64	12.89	12.6	0	0	0.58	0.84	0.13	0.11
merged_2_14704719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
merged_5_19496714	0.13	0.15	19.75	17.65	0	0	0.11	0.05	0.26	0.2	18.2	19.56	26.59	21.78	0	0.1	0.46	0.91	0	0
merged_5_13086653	0	0.03	2.86	3.12	0	0	0	0.06	0.13	0.15	7.86	5.89	4.78	4.28	0.02	0.09	0.33	0.18	0	0
merged_4_4403694	0.01	0.03	6.76	6.51	0	0.01	0.02	0.03	0.05	0.1	9.31	8.34	13.82	13.56	0.54	0.61	0.32	0.36	0.02	0.02
merged_5_9206393	0.05	0	4	4.46	0.06	0.05	0.13	0	0.2	0.23	11.32	10.65	4.09	4.21	0.16	0	0.29	0.14	0	0
merged_3_15894627	0.06	0.15	6.28	5.81	0	0	0.03	0.05	0.05	0.12	11	9.69	3.9	4.62	0.1	0.05	0.19	0.32	0	0
merged_2_2008396	0.02	0.05	9.4	8.51	0.05	0.04	0.21	0.2	0.18	0.22	12.6	10.27	9.91	9.58	0.14	0.04	0.32	0.1	0.03	0.03
merged_2_9773639	0	0	21.82	15.3	0.26	0.21	0	0.18	0.17	0.17	18.19	17.87	16.19	17.45	0	0.35	0.26	0.31	0	0
merged_2_1456190	0.16	0.16	16.16	12.54	0	0	0.1	0.07	0.06	0.25	18.69	17.09	20.35	18.7	0.09	0.06	0.43	0.4	0.11	0.09
merged_4_583264	0.15	0.23	47.33	41.85	0.17	0.42	0.13	0.24	0.12	0.34	37.96	35.26	66.81	64.47	0	0	0.35	0.21	0.19	0.17
merged_4_1337662	0	0.44	68.63	66.53	0.33	0.26	0.56	0.15	0.15	0.21	77.46	67.94	55.79	52.58	0.2	0	0.77	1.05	0.36	0
merged_1_26343437	0.12	0.05	73.37	75.24	0.07	0.06	0.25	0.24	0.75	0.72	106.15	99.41	65.11	71.02	0.06	0.28	1.04	0.58	0.15	0.07
merged_2_1521427	0	0	1.53	1.39	0	0	0	0.6	0.39	0.56	86.77	76.52	1.11	1.13	0.13	0	0.29	0	0	0
merged_5_12638843	0	0	1.15	1.66	0	0	0	0	0	0	2.51	2.73	1.99	2.18	0	0	0.23	0.27	0	0
merged_2_4709128	0	0	3.3	3.84	0	0	0	0	0	0.13	7.65	5.24	1.79	0.98	0	0	0	0	0	0
merged_1_23173343	0.09	0.08	7.73	7.06	0	0	0.08	0.23	0.76	0.07	12.78	12.74	7.4	6.62	0	0	0.11	0.41	0	0
merged_2_5670784	0.11	0	7.46	8.21	0	0.21	0.2	0.28	0	0	10.76	11.9	6.53	6.69	0.24	0.54	0.67	0.32	0.15	0.13
merged_4_5118723	0.02	0	4.11	4.31	0	0	0.1	0.06	0.27	0.14	7.28	6.54	2.88	3.29	0.04	0.06	0.28	0.22	0.03	0.02
merged_3_12452439	0	0.05	17.88	19.36	0	0.06	0	0	0.64	0.51	25.27	20.74	8.79	6.19	0	0	0.24	0.28	0	0.08
merged_2_19697363	0	0.09	23.29	20.73	0	0	0.1	0	0	0	1.16	0.83	5.3	4.94	0	0	0	0	0	0
merged_3_11815454	0	0.1	31.79	35.26	0	0.03	0.03	0.05	0.18	0.22	25.11	23.93	27.24	26.96	0.83	0.89	0.42	0.6	0	0
merged_3_524943	0.08	0.06	11.81	11.24	0	0	0.21	0.16	0.19	0.28	14.95	12.41	23.35	24.22	0.08	0.13	0.9	0.57	0.21	0.05
merged_4_1564894	0	0.05	9.54	8.94	0.08	0.02	0.04	0.06	0.15	0.24	8.42	7.64	10.19	8.27	0.05	0.15	0.62	0.49	0.09	0.03
merged_1_15007685	0	0	38.67	36.38	0	0	0	0	0	0	28.69	24.96	37.15	39.06	0.84	0.51	0.38	0	0	0.37
merged_4_3861582	0	0.01	1.92	1.76	0	0	0.03	0.02	0.04	0.08	3.55	2.77	2.34	2.56	0.02	0.01	0.14	0.06	0.01	0
merged_3_9179612	0.27	0.22	113.21	105.9	0.16	0.26	0.59	0.11	0.33	0.95	125.42	113.92	31.13	34.85	0.29	0	0	0.2	0.72	0.8
merged_3_4288942	0	0	7.54	8.93	0	0	0	0	0	0	14.41	11.82	25.44	24.63	0.35	0	0.78	0	0.86	0
merged_3_14013584	0	0.03	2.6	2.93	0	0	0	0.06	0.06	0.03	7.74	6.83	2.68	2.81	0.04	0.06	0.04	0.05	0	0
merged_4_3499364	0	0	1.13	1.27	0	0	0.01	0.01	0.07	0.01	2.16	2.2	2.36	2.51	0.07	0.03	0.14	0.05	0.02	0
merged_5_12038159	0	0	2.98	3.6	0	0	0	0	0.03	0.08	6.41	4.76	5.63	5.54	0.13	0.06	0.23	0.3	0.05	0.02
merged_2_3082126	0	0	1.76	2.09	0	0.03	0	0	0.05	0.08	4.8	4.65	2.91	2.4	0.07	0.05	0.04	0.09	0	0
merged_1_3062015	0.71	0	51.18	60.28	0.85	1.36	0	0.59	0	1.1	101.92	96.53	7.5	8.75	0	0	0	0	0	0
merged_5_13784939	0.02	0.02	5.02	4.91	0	0	0	0	0.04	0.14	8.91	7.79	5.95	5.76	0.02	0.11	0.22	0.37	0.09	0
merged_3_11999214	0	0	3.21	2.81	0	0	0.36	0	0.11	0.43	5.82	4.68	4.73	3.59	0.15	0	0	0	0	0
merged_1_17695634	0	0.33	26.68	29.34	0.49	0	0.54	0.17	0.5	0.48	0	0.26	11.31	10.93	0	0.66	0.49	0.29	0	0.48
merged_1_28912648	0.11	0	25.21	23.17	0.06	0.05	0.46	0.48	0.39	0.62	30.84	29.05	19.77	21.62	0	0	0.83	0.23	0.07	0
merged_1_17416767	0	0	10.05	8.5	0	0	0	0	0.55	0	9.08	8.42	25.14	18.23	0	0	0.55	0.33	0	0.27
merged_3_20106619	0	0	54.85	56.88	0	0.17	0	0.29	0.43	0.28	89.5	81.64	20.8	19.87	0.19	0	0.43	0.26	0.23	0
merged_2_4348162	0.15	0	30.43	29.54	0	0	0	0.12	0	0.22	30.46	25.91	8.77	12.45	0	0	0	0	0	0
merged_5_10951915	0	0.01	1.97	2.19	0.02	0.02	0.02	0.11	0.24	0.23	3.43	2.93	1.99	2.17	0.06	0.06	0.22	0.19	0	0
merged_4_5348890	0	0	2.8	2.78	0	0	0	0	0	0.42	4.71	4.88	2.38	3.26	0	0	0	0	0	0
merged_2_7680791	0.07	0.08	20.88	18.34	0.17	0.2	0.67	0.78	1.05	1.09	25.41	22.03	12.8	12.73	0.11	0.06	1.22	1.01	0.09	0
merged_2_904096	0.11	0.06	47.38	43.14	0.13	0.04	0.03	0	0.12	0.09	16.86	15.81	52.3	46.35	0.2	0.25	2.45	1.63	0.1	0.09
merged_5_14666828	0.01	0.01	2.62	2.75	0	0	0.04	0.03	0.09	0.09	4.05	4.3	2.42	2.72	0.03	0	0.12	0.05	0	0
merged_4_6626048	1.41	0	10.11	4.9	0	0	0	0	0	0	10.41	7.06	3.4	6.1	0	0	0	0	0	0
merged_2_840662	0	1.05	35.55	26.06	0	0	0	0	0	1.01	45.76	32.2	18.82	16.89	0	0	3.12	0.94	0	0
merged_1_12361500	0	0.03	16.59	15.78	0.16	0	0.04	0.29	0.11	0.27	17.63	16.27	48.28	41.63	0.28	0.28	0.68	1	0.06	0
merged_2_1995815	0	0	5.52	5.15	0	0	0	0.11	0.33	0.21	12.03	10.82	4.1	3.85	0	0.11	0	0.1	0	0
merged_5_13783778	0	0	2.01	2.12	0	0	0	0	0.09	0	4.84	4.95	3.31	3.03	0.06	0	0	0	0.07	0
merged_4_1397008	0.19	0	13.06	10.79	0	0	0.34	0.08	0.55	0.68	11.16	10.92	5.95	9.41	0	0.16	0.82	0.98	0.13	0.11
merged_1_13604750	0.09	0.07	1.74	1.51	0.04	0	0.03	0.03	0.02	0.14	3.42	3.45	1.41	1.33	0	0	0.11	0.17	0	0
merged_4_7591542	1.26	1.18	603.15	559.43	0.15	0.1	0.2	0.19	2.37	2.47	149.16	134.89	652.08	662.08	27.67	24.3	28.22	28.93	0.64	1.09
merged_2_3026596	0	0	1.59	1.19	0	0	0	0.18	0.04	0.09	2	2.05	1.28	1.44	0.12	0	0.13	0.16	0	0
merged_3_15830805	0	0	8.31	8.01	0.22	0.18	0.08	0.15	0.15	0.07	10.67	9.89	6.33	5.1	0	0	0	0	0	0.11
merged_1_22636880	0	0.08	6.46	5.3	0	0	0	0.04	0	0.04	12.79	13.32	1.38	1.67	0	0	0	0	0	0
merged_3_10510285	0	0.47	10.37	9.73	0	0.34	0.21	0.29	0.29	0.27	15.9	13.18	5.51	5.03	0	0	0.14	0.85	0.31	0
merged_4_14967031	0	0	9.55	9.41	0	0.07	0.14	0.13	0.06	0	6.72	6.77	10.76	12.03	0.25	0.25	0.09	0	0.21	0.18
merged_1_18792042	0	0	11	11.28	0.24	0	0	0	0	0.16	14.53	14.28	5.48	7.48	0	0	0	0	0	0
merged_5_9589372	0.35	0.19	7.56	6.37	0.14	0	0	0.19	0.19	0.27	13.31	12.95	3.89	3.77	0	0.19	0.28	0	0.15	0
merged_3_12590118	0	0.08	6.03	5.53	0	0.18	0.08	0	0.23	0.29	14.12	15.21	4.42	4.38	0.1	0	0.22	0.54	0	0.11
merged_1_24622867	0.18	0.42	159.62	129.97	0	0.03	0.03	0.02	0.66	0.16	16.52	14.85	91.52	88.8	0.6	0.57	0.39	0.55	0.27	0.07
merged_4_683337	0	0	12.07	11.78	0	0.19	0	0.17	0.08	0.23	13.93	12.26	14.31	16.49	0	0.16	0.24	0.29	0.13	0.12
merged_2_9338907	0.14	0	21.29	19.63	0	0.07	0.18	0.17	0.39	0.37	25.88	22.62	11.21	10.33	0	0	0.08	0.2	0.27	0.16
merged_1_13977553	0.11	0.12	40.47	38.31	0.13	0.08	1.07	1.11	2.33	2.6	55.55	48.42	28.04	29.22	1.17	1.18	4.61	5.09	0.26	0.18
merged_3_14631625	0.06	0.03	3.62	4.17	0	0	0.06	0	0.05	0.07	6.77	7.05	6.21	5.59	0.1	0.31	0.11	0.05	0.04	0
merged_2_17545650	0.1	0.15	24.84	25.78	0.06	0	0.46	0.4	0.42	1.15	30.86	29.7	12.06	13.44	0.05	0.23	0.46	0.41	0	0
