Cluster	clsy1234_r1	clsy1234_r2	col0_r1	col0_r2	nrpd1_3_r1	nrpd1_3_r2	NRPD1_3xF_Mut10_r1	NRPD1_3xF_Mut10_r2	NRPD1_3xF_Mut9_r1	NRPD1_3xF_Mut9_r2	NRPD1_3xF_WT2_r1	NRPD1_3xF_WT2_r2	WTSucSul_r1	WTSucSul_r2	nrpd1_49_r1	nrpd1_49_r2	nrpd1_50_r1	nrpd1_50_r2	nrpd1_51_r1	nrpd1_51_r2
merged_4_2598009	0	0.07	4.91	4.75	0	0.01	0.05	0.03	0.22	0.15	9.6	9.14	6.64	6.94	0.03	0	0.31	0.25	0.03	0.01
merged_2_6561701	0	0	9.81	10.28	0	0	0	0	0.13	0.18	15.03	11.44	5.16	6.35	0	0	0.1	0.11	0	0
merged_2_11982265	0.03	0.11	21.19	18.25	0.04	0.13	0.15	0.14	0.22	0.16	23.77	21.96	23.02	23.37	0.11	0.17	1.02	0.39	0.04	0
merged_2_7719802	0.09	0.22	22.93	19.49	0.06	0.13	0.04	0.08	0.3	0.11	28.37	24.36	18.87	19.43	0	0.08	0.56	0.34	0.06	0.05
merged_2_10070093	0	0	7.02	6.04	0	0	0.43	0	0	0	8.4	8.28	5.95	5.12	0	0	0	0	0	0
merged_2_9005354	0.1	0.39	83.97	93.37	0.23	0.46	0.25	0.08	0.31	0.45	95.73	98.83	31.59	36.2	0	0	0	0	0.25	0
merged_4_3762742	0.05	0.11	12.25	12.1	0.17	0.13	0.65	0.73	1.47	1.16	14.72	12.38	14.89	16.14	0.25	0.38	2.46	2.21	0.12	0
merged_2_5316060	0.04	0	5.21	4.74	0.09	0.11	0.13	0.03	0.18	0.32	8.68	7.29	3.38	2.89	0.12	0	0.32	0.49	0	0
merged_3_12042778	0	0.01	3.61	3.96	0	0.01	0.04	0.03	0.07	0.15	7.68	6.97	5.1	5.44	0.06	0.02	0.18	0.2	0.01	0.02
merged_1_14232026	0	0.01	1.81	1.72	0	0.03	0.01	0	0.03	0.03	3.63	2.99	2.12	2.26	0	0.04	0.06	0.08	0	0.02
merged_2_12656727	0	0	3.23	2.88	0	0.22	0	0.06	0.18	0.24	4.72	4.39	1.35	1.37	0	0	0.18	0.11	0	0
merged_5_13138771	0	0	3.38	2.88	0	0	0	0.05	0.23	0.09	4.25	4.89	2.58	2.71	0	0	0.42	0	0	0.07
merged_5_10035367	0.06	0.18	25.11	25.08	0	0.05	0.15	0.28	0.05	0.22	20.3	18.92	21.66	20.8	0.06	0.18	0.13	0.32	0	0
merged_2_2486835	0.01	0	2.46	2.63	0.01	0.01	0.01	0.02	0.08	0.11	6.63	5.53	4.88	4.48	0.15	0.2	0.17	0.11	0.01	0.01
merged_1_20649326	0	0	16.73	18.95	0	0.67	0	0	0.57	0	13.27	11.04	25.94	34.06	0	0	0.84	2.03	0	0
merged_4_10548655	0.06	0.02	5.42	4.71	0	0.03	0.05	0.1	0.04	0.23	6.43	5.44	4.57	4.58	0.03	0	0.32	0.28	0.03	0
merged_5_14603521	0	0	65.81	64.19	0	0	0	0	0.17	0	83.27	65.84	70.02	65.45	0	0	0.98	0.59	0	0
merged_4_12433510	1.12	1.07	527.16	497.38	0.14	0.11	0.39	0.14	4.43	3.27	154.23	138.93	220.51	223.98	7.13	6.62	12.46	11.66	0.15	0.22
merged_1_19743624	0	0	5.56	7.3	0	0.2	0.19	0.36	0.69	0	9.74	7.39	9.87	8.66	0.23	0	0.51	0.31	0	0
merged_1_15018503	0.03	0	9.81	9.14	0	0.03	0.06	0.03	0.05	0.22	14.78	13.55	2.09	2.32	0.03	0	0.08	0.09	0	0
merged_2_6169040	0	0.1	12.38	9.37	0.15	0	0.22	0.1	0.3	0.87	14.63	12.42	2.79	2.16	0	0	0.3	0.18	0	0
merged_4_6158077	0	0	17.26	16.4	0	0	0	0.16	0.16	0.3	29.43	31.21	9.63	10.43	0	0	0	0	0	0
merged_5_6468843	0	0	3.87	5.36	0	0.2	0.19	0.53	0	0	4.7	4.52	1.67	2.91	0	0	0	0	0.28	0
merged_2_10558200	0	0.18	54.95	49.52	0.26	0.42	0.19	0.37	0.18	0.52	42.86	39.17	51.59	55.17	0.24	0.36	0.27	0.32	0.29	0
merged_4_10380660	0.53	1.7	12.84	17.69	0	0.51	0.92	0.88	0	0.82	7.61	5.63	7.99	5.72	0.57	0	0	0	0	0.62
merged_2_7766540	0.19	0.3	47.76	37.9	0.23	0.18	0	0.16	0.46	0.59	22.91	21.64	29.56	29.01	0	0	0.45	0.55	0	0.22
merged_2_4326190	0	0	43.53	41.14	0.69	0.28	1.14	1.14	1.17	1.57	68.02	62.09	20.15	19.76	0.54	0.7	2.69	1.87	0.1	0.08
merged_2_12780605	0	0	13.44	11.52	0	0	0.27	0.26	0	0	8.14	7.1	7.18	8.02	0.11	0	0	0.15	0	0
merged_1_10914979	0.15	0.19	20.46	19.41	0.09	0.15	0.13	0.22	0.56	0.63	24.91	23.73	9.84	10.4	0	0	0.32	0.17	0.05	0.05
merged_2_1256173	0	0.07	29.13	29.28	0	0.08	0	0.07	0	0	4.06	5.21	51.58	50.54	0.35	0	0.39	0.36	0.11	0.39
merged_1_789347	0	0.2	61.45	61.69	0	0	0	0	0	0	0.54	1.07	17.01	16.38	0.13	0	0	0	0	0
merged_2_5378327	0	0	1.34	1.59	0	0.01	0.04	0.04	0.04	0.03	4.5	3.52	1.91	2.3	0.06	0	0.07	0.08	0	0.01
merged_5_22614752	0	0	5.81	5.48	0.02	0	0.06	0.09	0.14	0.07	7.1	7.4	5.12	4.68	0	0	0.23	0.23	0	0
merged_4_14987417	0.03	0.08	12.95	12.64	0.37	0.03	0.27	0.37	0.69	0.71	14.32	11.58	15	14.61	0.18	0.06	0.7	0.83	0.13	0.16
merged_4_6899709	0	0.37	85.59	78.47	0	0.87	0.2	0.19	0.18	0.35	101.14	90.02	18.11	15.6	0	0.37	0	0	0	0
merged_3_15928701	0.35	0.56	9.36	7.69	0.21	0.17	0.15	0.57	0.7	0.94	20.52	19.41	4.89	6.24	0	0	0	0	0	0
merged_2_1579165	0	0.59	356.37	351.71	0.07	0.12	0.05	0.15	1.09	0.85	161.19	162.92	178.94	179.72	0.79	1.19	1.32	1.23	0.4	0.29
merged_5_11338975	0.02	0	1.89	1.96	0	0	0.02	0.01	0.08	0.05	6.49	5.22	3.2	3.61	0.1	0.04	0.1	0.1	0	0
merged_5_14215789	0.17	0	11.88	11.81	0.21	0.33	0.15	0	0	0.4	12.69	13.71	1.26	1.13	0	0	0	0	0	0
merged_2_7907254	0.17	0.14	21.34	20.27	0	0	0	0	0	0	4.78	4.76	6.35	7.59	0	0	0	0.25	0	0
merged_1_21359948	0	0.11	12.28	11.19	0.16	0	0	0.22	0	0.1	8.95	7.05	7.84	7.83	0	0.21	0.63	0	0	0
merged_2_1806196	0	0.05	5.57	6.7	0	0	0	0	0.05	0.05	4.25	5.73	3.64	3.7	0.06	0.1	0.07	0	0	0
merged_5_21785623	0	0.37	79.41	70.64	0	0.22	0.2	0.19	0	0.36	61.89	52.62	41.03	40.88	0	0	0	0.33	0	0
merged_5_13810415	0	0	3.4	4.47	0	0	0.07	0	0.13	0.19	7.15	6.34	7.13	7.83	0.09	0.13	0.59	0.35	0	0.1
merged_2_16714017	0	0	12.11	11.13	0	0	1.08	0	0.33	0	20.41	16.6	3.27	6.57	0	0	0	0	0	0
merged_1_15149860	0	0	2.51	3.66	0	0	0.06	0	0.11	0.11	6.33	4.92	2.31	2.93	0.07	0	0.17	0.1	0	0
merged_5_13255569	0.04	0.01	2.61	2.65	0	0	0.07	0.01	0.08	0.06	4.88	4.54	3.26	3.23	0	0	0.17	0.14	0.02	0.02
merged_5_10587861	0	0	3.23	2.71	0.08	0	0.11	0.11	0	0.1	4.71	5.09	2.14	2.3	0	0	0.08	0	0	0
merged_5_25905240	0	0	23.73	19.08	0	0.22	0.62	0.19	0.57	0.18	30.31	27.52	8.96	7.46	0	0	0	0.34	0	0
merged_1_15807043	0	0	4.7	4.09	0	0	0	0.44	0.29	0.14	6.58	5	2.68	2.56	0	0	0	0	0	0
merged_3_16773102	0	0	14.4	13.4	0	0	0	0.17	0	0	18.69	20.62	1.22	1.05	0	0	0	0	0	0
merged_5_14012984	0.08	0	4.77	4.31	0.09	0	0.13	0.19	0.56	0.24	11.23	9.47	5.62	4.61	0	0	0.83	0.55	0	0
merged_5_10507904	0.05	0	2.69	2.74	0	0	0.19	0.04	0.18	0.08	5.07	4.82	1.64	1.88	0.06	0	0.19	0	0	0
merged_3_7938502	0	0.69	35.05	36.73	0	0	0	0	0	0	9.27	9.68	2.82	8.35	0	0	0	0.62	0	0
merged_4_6405725	0	0	98.92	81.4	0	0	0	0	0.78	0.5	56.49	53.02	34.9	38.99	0.69	0	1.93	1.85	0.42	0
merged_1_13033807	0	0.09	6.03	6.75	0	0.11	0.1	0.1	0	0.18	7.83	6.55	10.28	7.63	0	0	0.14	0.17	0	0
merged_3_16349308	0	0	0.96	0.53	0	0	0	0	0	0	0.21	0.12	0.77	0.84	0.21	0	0	0	0	0
merged_3_15790659	0	0	1.69	1.35	0	0	0	0	0.28	0.18	6.18	4.78	2.24	2.8	0	0	0.14	0.17	0.15	0
merged_5_12517791	0	0	3.03	2.89	0	0	0	0.09	0	0.25	6.5	5.84	3.03	2.45	0	0.18	0.53	0	0	0
merged_5_10536685	0.07	0.11	78.7	75.2	0	0.06	0.03	0.03	0.16	0.33	53.03	48.99	63.14	64.26	0.75	0.92	0.56	0.1	0.04	0.12
merged_4_10395325	0.15	0	11.88	11.81	0	0	0.13	0.24	0	0.11	13.05	16.59	4.78	5.25	0	0	0	0	0	0
merged_1_23876250	0	0	9.69	8.36	0.13	0	0.1	0.18	0.18	0.17	11.99	9.96	1.23	1.51	0	0	0	0	0	0
merged_3_4087077	0	0.13	24.01	19.38	0.19	0.16	0.43	0.14	0.93	0.25	17.03	15.47	19.99	17.69	0	0	0.39	0.24	0	0
merged_1_14506489	0	0	1.87	1.55	0	0	0	0.05	0	0.05	2.25	2.55	3.09	1.94	0.07	0.2	0.15	0	0	0
merged_2_4327173	0	0	10.81	11.93	0	0.1	0	0.18	0	0.17	23.12	22	3.59	5.56	0	0.35	0.13	0.31	0	0
merged_5_14693441	0	0	21.53	23.65	0	0	0.24	0.23	0.66	1.06	34.45	30.42	18.83	12.79	0	0.44	0	0.78	0.36	0
merged_1_13873063	0.04	0	6.78	6.29	0	0	0	0	0.03	0.06	8.3	7.99	6.17	4.68	0.04	0	0.18	0.27	0.05	0
merged_3_22524852	0.01	0.02	3.69	4	0.04	0.05	0.03	0.04	0.1	0.07	6.02	5.94	3.72	3.67	0.01	0	0.19	0.23	0	0
merged_4_15160217	0	0.18	68.03	67.47	0	0	0.07	0	0	0	1.61	0.98	78.56	68.87	0.08	0.24	0.18	0.11	0.1	0.09
merged_2_8939390	0	0	148.28	146.64	0.28	0.22	0	0	0.57	0.36	84.11	84.74	82.75	87.59	0	0.76	0.56	0	0	0
merged_5_12856407	0	0.15	4.95	5.94	0.03	0.04	0	0.12	0.34	0.31	5.15	5.15	6.76	6.57	0.12	0	0.22	0.4	0	0.05
merged_4_5124352	0.07	0	2.49	2.35	0	0	0	0	0	0	18.34	17.29	4.54	4.92	0	0	0.17	0.1	0	0
merged_2_247373	0.03	0.03	2.11	2.23	0	0.03	0	0.03	0.11	0.03	5.1	3.71	3.11	3.17	0.04	0	0.2	0.1	0	0.04
merged_3_7710946	0.3	0.24	18.84	20.06	0.36	0	0	0	0.73	0	7.03	4.54	5.56	3.92	0.32	0	0	0	0	0
merged_3_16141736	0.09	0.14	11.63	15.27	0	0	0	0.22	0.21	0.27	19.83	15.37	10.43	9.94	0	0.14	0.83	1	0.11	0
merged_5_15402201	0	0	4.48	5.53	0	0	0	0.09	0.27	0.25	10.02	10.03	3.1	2.77	0.12	0	0	0.47	0	0.13
merged_4_5679118	0.06	0.05	17.92	18.86	0.14	0.06	0.05	0.2	0.43	0.6	25.32	21.49	5.83	6.27	0	0	0.43	0.09	0	0
merged_5_10773755	0	0.15	20.38	17.13	0	0	0	0	0.31	0	27.62	25.05	8.51	7.96	0.2	0	0	0	0	0
merged_5_25469705	0.15	0.12	29.57	24.89	0	0.15	0	0.13	0	0	17.62	15.26	45.82	38.75	0	0.25	0	0	0.2	0
merged_1_11045128	0	0.12	20.12	15.31	0.18	0.05	0	0.13	0.17	0.4	24.98	23.13	8.9	9.13	0.06	0	0.56	0.15	0.14	0
merged_3_4721747	0.23	0.09	2.57	2	0.14	0.11	0.1	0	0	0.09	3.34	4.7	1.79	1.48	0	0	0	0.16	0.15	0
merged_5_11245179	0	0	9.01	7.04	0	0	0.11	0	0.1	0.1	6.83	4.92	1.97	3.96	0.13	0	0	0.18	0	0
merged_3_11222752	0	0.3	18.19	14.81	0	0	0.16	0	0.3	0.29	20	21.58	10.16	8.06	0	0	0.22	1.34	0	0
merged_4_3709104	0	0	1.28	1.46	0	0	0.03	0	0.05	0.05	2.18	1.94	2.1	2.13	0.04	0	0.12	0	0	0
merged_4_5965669	0.04	0	1.81	2.04	0.03	0.03	0.05	0.08	0.03	0.14	4.53	3.71	3.24	3.23	0.02	0	0.19	0.1	0.04	0
merged_3_11793426	0.02	0.01	4.75	5.53	0	0.03	0.04	0.06	0.15	0.32	11.19	8.89	5.59	5.39	0.02	0	0.35	0.28	0	0
merged_5_13008252	0	0.04	4.46	4.28	0	0	0	0.08	0.04	0.11	7.37	6.28	3.63	3.49	0	0	0.23	0.14	0.06	0
merged_2_1412394	0.06	0.02	15.37	13.55	0.04	0.03	0.05	0.1	0.05	0.19	12.21	12.11	7.76	8	0.03	0.05	0.26	0.04	0.04	0
merged_3_16395575	0.11	0.13	13.09	11.58	0.13	0.15	0.09	0.44	0.26	0.29	17.77	16.63	15.17	14.53	0.06	0.09	0.19	0.31	0.14	0.12
merged_1_22253023	0	0	4.4	4.91	0	0	0	0	0.07	0	0.68	0.76	1.18	1.58	0	0	0	0	0	0
merged_4_11695995	0.12	0.29	65.76	62.17	0.14	0.35	0.42	0.2	0.29	0.94	67.26	63.98	48.34	51.99	0.13	0.99	0.44	0.7	0	0
merged_1_22778083	0	0.13	8.75	6.3	0	0	0.07	0	0.13	0.06	8.52	7.49	5.13	6.78	0.09	0	0.19	0.11	0	0.09
merged_2_3257825	0.05	0.02	1.18	1.06	0.05	0.02	0.16	0.17	0.15	0.19	2.8	2.42	1.4	1.29	0.05	0.04	0.14	0.23	0.09	0.08
merged_1_13107376	0	0.05	7.23	6.68	0	0.12	0.11	0.05	0.3	0.1	11.4	11.65	2.42	2.25	0	0	0.15	0	0	0
merged_4_2342055	0.05	0.04	14.26	14.25	0.03	0.03	0.02	0.04	0.21	0.12	10.7	10.1	9.44	8.9	0	0	0.32	0.31	0.07	0
merged_5_11416317	0	0.04	9.36	8.61	0	0.19	0.27	0.38	0.33	0.98	13.14	10.59	7.15	7.04	0.05	0.25	1.52	1.53	0.07	0
merged_1_13966514	0	0.03	2.42	1.98	0	0.03	0.12	0.03	0.14	0.08	8.07	6.96	2.81	2.67	0.15	0.06	0.37	0.29	0.04	0
merged_5_13326812	0	0	2.5	2.65	0	0	0	0	0.06	0	4.04	4.04	4.43	4.05	0.16	0.12	0.27	0.27	0	0
merged_2_6251330	0	0	4.88	4.85	0	0	0.1	0.1	0.24	0.09	5.19	4.08	4.59	4.74	0.13	0	0.86	0.94	0	0
merged_1_11517440	0	0	4.98	5.01	0	0	0.03	0.1	0.08	0.13	7.77	6.93	6.23	6.04	0.01	0.04	0.29	0.12	0	0.01
merged_3_12435908	0	0	2.47	1.85	0	0	0	0.07	0	0.2	4.07	3.02	1.5	1.64	0	0	0.2	0.12	0	0
merged_5_19452356	0	0.11	4.75	4.95	0	0	0	0	0.11	0	8.74	6.54	6.86	5.9	0.45	0	0.34	0.41	0	0
merged_4_10536287	0.06	0	5.31	4.47	0.07	0.05	0.03	0.07	0.19	0.04	6.39	5.49	3.43	3.38	0	0.05	0.1	0.04	0	0
merged_1_24907409	0.05	0.04	23.18	26.09	0.05	0	0.2	0.11	0.33	0.35	30.46	29.88	18.58	18.3	0	0	0.38	0.45	0	0
merged_2_2574568	0	0	1.99	2.51	0	0	0.24	0	0.22	0	4.38	5.39	0.82	0.8	0	0	0.33	0	0	0
merged_5_11984859	0	0	2.96	2.85	0	0	0	0.01	0.06	0.05	6.63	5.93	2.77	3.02	0.12	0.14	0.14	0.13	0	0
merged_3_5137327	0.08	0.07	11.22	8.86	0	0	0.21	0	0.07	0.06	13.81	13.82	6.47	5.68	0.09	0	0.2	0	0	0
merged_5_10620695	0.02	0.02	7.34	7.16	0	0.01	0.05	0.04	0.08	0.11	12.63	11.56	7.26	6.98	0.17	0.19	0.22	0.2	0.02	0.02
merged_5_20557151	0	0.15	52.49	54.42	0.33	0.44	0.08	0.15	0.9	0.57	53.43	44.22	81.96	79.33	0.1	0.3	0.22	0.8	0	0
merged_5_15699804	0.12	0	20.55	17.03	0	0	0	0	0.1	0.19	18.01	16.02	4.65	6.53	0	0	0.3	0	0	0
merged_2_161331	0	0	14.38	14.3	0	0	0	0	0.2	0.39	18.78	21.4	4.66	4.74	0	0.41	0	0	0	0
merged_1_17545742	0.07	0.09	45.75	42.23	0.14	0.02	0.06	0.08	0.13	0.25	64.77	65.16	29.16	29.01	1.81	1.43	0.5	0.63	0.03	0.08
merged_5_8701113	1.21	0.76	12.05	12.71	1.18	1.61	0.98	1.82	1.43	1.41	29.56	23.96	39.17	31.38	0.79	0.14	1.24	0.87	0.63	0.41
merged_4_3951954	0.37	0.05	16.74	18.15	0.22	0.35	0.11	0.25	0.3	0.85	39.14	33.73	41.08	43.49	0.07	0.3	2.41	1.67	0.32	0.07
merged_5_13203430	0.25	0.15	14.13	13.43	0	0	0.11	0.1	0.1	0.1	22.72	21.25	18.61	19.78	0	0.31	0.68	0.27	0	0.07
merged_5_8991193	0	0	7.76	8.12	0	0	0	0	0	0	0	0.12	2.19	3.74	0	0	0.22	0	0	0
merged_4_2415814	0.21	0.17	137.55	117.8	0	0.4	0.28	0.26	0.51	0.41	156.6	142.32	54.51	56.91	0	0	0	0.3	0.28	0
merged_5_19809507	0	0.57	55.12	57.34	0	0.11	0.42	0.3	0.29	1.2	33.58	33.52	38.05	41.24	0.25	0.39	1.42	1.2	0	0.14
merged_2_7327128	0.1	0.26	133.66	130.56	0.11	0.03	0.06	0.13	0.39	0.62	165.49	155.09	120.61	120.15	2.42	1.71	2.82	2.56	0.25	0.07
merged_1_13356907	0	0.06	18.4	15.99	0.09	0	0.07	0	0	0.18	21.53	19.67	20.43	22.47	0	0	0.28	0.34	0	0
merged_1_13584295	0	0	13.41	10.5	0	0	0	0	0	0	25.39	26.44	4.99	3.5	0	0	0.36	0	0	0
merged_5_12826395	0.25	0	3.38	3.77	0.3	0	0.15	0.07	0.34	0.45	3.85	4.78	9.48	8.41	0.18	0	0.5	0.36	0	0.2
merged_2_5022497	0.18	0.06	24.05	20.53	0.17	0.3	0.71	0.55	0.74	0.9	13.94	13.23	19.92	21.53	0.08	0.23	2.15	1.42	0.14	0.04
merged_3_17861715	0	0.26	57.62	54.5	0	0.04	0.04	0.11	0.04	0.07	19.65	21.23	48.85	44.81	0.88	1.19	0.66	1.05	0.12	0.05
merged_3_11396166	0.1	0	12.73	11.09	0.06	0	0.04	0.12	0.2	0.46	15.04	14.82	2.36	2.12	0	0.08	0.24	0	0	0.06
merged_1_26380878	0	0.44	56.96	45.9	0	0	0	0	0	0	0	0.34	0	0.39	0	0	0	0	0	0
merged_4_10792482	0.28	0	64.21	64.14	0.16	0.13	0.12	0	0.22	0.11	90.22	77.48	174.7	164.19	0	0	1.83	1.2	0.18	0.16
merged_2_1727867	0.06	0	5.82	6.16	0.15	0	0.16	0.1	0.2	0.24	7.24	6.18	6.16	7.87	0	0	0.44	0.35	0	0
merged_2_6629157	0.26	0	26.3	25.22	0	0	0	0	0.1	0.3	53.71	49.54	10.07	12.17	0	0	0.47	0	0	0
merged_4_474499	0	0	16.53	15.07	0	0	0	0	0.18	0.17	15.83	12.27	8.14	5.36	0.24	0	0	0	0	0
merged_4_663886	0	0.06	14.26	13.2	0	0.07	0.15	0.23	0.28	0.3	17.13	14.96	10.87	11.24	0.08	0.11	0.29	0.35	0.09	0.04
merged_4_6288167	0	0.09	32.23	28.27	0	0	0.2	0	0.28	0.09	32.27	32.05	26.43	31.44	0.12	0	0.42	0.5	0	0.14
merged_2_4353363	0	0.06	28.75	24.33	0	0.08	0.28	0.33	0.71	1.05	32.7	28.23	8.56	8.7	0	0.13	0.57	0.92	0.11	0
merged_5_4320107	0.01	0.02	4.71	5.18	0.02	0.05	0.05	0.1	0.12	0.23	9.44	8.27	8.12	7.48	0.05	0.08	0.17	0.29	0.01	0.01
merged_5_699161	0.22	0.09	13.95	12.51	0	0.41	0.57	0.45	0.17	0.25	19.98	18.21	15.2	15.04	0.12	0.18	1.42	0.31	0.14	0.13
merged_2_569170	0	0	4.15	3.1	0	0	0.06	0	0.11	0	6.15	5.4	1.27	1.24	0	0	0	0	0	0.08
merged_3_11852329	0	0.09	2.3	1.7	0	0.1	0.09	0	0.26	0	3.43	3.75	1.9	2.24	0	0	0.26	0	0	0
merged_3_15345213	0.08	0.13	45.85	42.68	0.2	0.39	0.5	0.34	0.8	1.22	58.9	52.87	57.69	58.36	0.26	0.13	1.39	1.19	0.11	0.1
merged_1_12424651	0	0.04	18.15	16.65	0.06	0.1	0.23	0.26	0.43	0.41	28.92	27.22	7.09	9.38	0.06	0.17	0.13	0.53	0	0.12
merged_1_7834053	0	0	19.83	15.21	0	0	0	0	0	0	15.16	12.65	13.5	12.59	0	0	0	0	0	0
merged_3_18308184	0.16	0.18	47.32	46.98	0.06	0	0.1	0.09	0.22	0.42	32.94	28.29	15.32	15.67	0.17	0.09	1.11	1.72	0	0
merged_2_2187275	0	0	3.5	3.6	0	0	0.1	0	0.13	0.13	7.33	6.59	3.11	2.01	0	0.18	0	0.08	0	0
merged_3_9608008	1.99	1.78	23.13	19.87	2.82	3.53	0.96	0.88	0.56	0.87	25.4	22.18	20.72	19.72	0.12	0.18	1.22	1.36	0.06	0.08
merged_5_14608944	0.23	0	52.64	60.05	0	0	0	0.38	0.19	0.36	84.07	67.83	19.99	23.76	0	0	0	0	0.3	0
merged_5_12610590	0.01	0.04	3.31	2.9	0	0.01	0.03	0.04	0.03	0.2	6.32	5.09	2.99	3.05	0.02	0	0.2	0.22	0.03	0.04
merged_5_14671784	0	0.01	3.36	3.26	0	0	0	0.01	0.06	0.06	5.89	5.25	3.04	3.38	0	0.02	0.22	0.15	0	0
merged_2_1498202	0	0.07	39.78	35.61	0	0	0	0.11	0.22	0.24	67.41	68.17	32.67	31.19	0.29	0.15	0.21	0.26	0	0
merged_5_15290382	0	0	7.31	7.15	0	0	0	0	0	0	11.95	9.91	3.51	3.08	0	0	0	0	0	0
merged_2_1666371	0.03	0	3.01	3.66	0.13	0.08	0.12	0.09	0.09	0.1	6.96	5.37	5.79	5.48	0.03	0.04	0.09	0.23	0.03	0.03
merged_5_12623102	0	0	1.25	1.11	0	0	0	0	0.03	0	2.3	2.54	1.42	1.75	0.04	0.05	0	0.1	0	0.08
merged_1_18456758	0.11	0.13	42.1	43.33	0.07	0.21	0.29	0.23	0.54	0.82	54.73	52.44	58.68	59.84	0.24	0	2.41	1.68	0.15	0.2
merged_5_14211484	0	0	18.87	19.3	0	0	0	0	0	0.38	34.84	28.87	14	17.15	0	0	0	0.36	0.33	0
merged_3_18488368	0	0.3	11.08	8.45	0	0	0	0.1	0.2	0.39	13.98	11.23	5.56	5.55	0.13	0	0.15	0.36	0	0.15
merged_1_13263514	0	0.01	3.19	3.19	0	0.02	0.08	0.11	0.11	0.12	6.74	5.84	3.28	3.28	0.05	0.03	0.2	0.14	0.02	0
merged_2_7298658	0.14	0.17	138.79	130.58	0.04	0.13	0.15	0.06	0.57	0.57	80.12	78.09	153.22	130.6	1.53	1.99	4.87	3.67	0.23	0.33
merged_3_12024519	0.01	0.01	2.62	2.43	0.01	0	0.03	0.02	0.08	0.1	6.06	5.52	2.9	2.23	0.04	0	0.09	0.09	0	0.01
merged_1_21080543	0.13	0	16.52	16.78	0	0	0.23	0	0.21	0.1	10.66	9.78	19.59	18.58	0.42	1.48	0.94	0.94	0	0.31
merged_3_5881691	0.19	0.15	18.19	24.72	0	0	0.16	0.31	0.3	0.29	21.86	11.66	31.33	37.33	0	0	0	0.54	0.24	0
merged_5_11382988	0	0	14.33	11.7	0	0.1	0.28	0.09	0.17	0.08	14.32	13.69	4.51	5.4	0	0	0.13	0.46	0	0
merged_3_14575984	0	0	2.66	2.36	0	0	0.11	0.07	0.13	0.16	3.18	2.89	2.27	2.17	0	0.13	0.48	0.23	0	0
merged_3_14340676	0.02	0.01	8.87	8.93	0.03	0.01	0.04	0.02	0.13	0.18	22.19	18.85	11.88	11.82	0.31	0.34	0.09	0.17	0.01	0.01
merged_Mt_209590	0.07	0.09	0.87	0.85	0.07	0.03	0.05	0.05	0.1	0.05	2.97	2.67	1.78	1.63	0.06	0.1	0.05	0.1	0.04	0.06
merged_5_22094014	0	0.11	74.13	70.03	0.06	0	0.2	0	0.38	0.32	62.17	54.78	69.67	66.38	2.34	1.58	1.56	2.81	0.12	0.16
merged_3_15060094	0.06	0	2.76	2.53	0	0	0	0.05	0.05	0.1	8.03	7.07	2.32	2.04	0	0	0.08	0.18	0	0
merged_1_7521802	0.67	0.54	205.96	215.11	0.3	0.56	0.73	0.28	0.34	1.1	87.92	83.53	224.17	235.98	3.03	3.65	3.7	2.76	0.11	0.49
merged_5_13346663	0	0	3.4	3.22	0	0	0	0.06	0.18	0.35	3.87	3.86	4.49	3.63	0.32	0	0.09	0.11	0	0
merged_5_17812343	0	0.08	16.17	13.95	0	0	0	0	0	0.08	26.79	22	10.27	8.91	0	0.17	0.24	0.15	0	0
merged_2_1581085	0	0.17	4.87	4.84	0.25	0	0	0.17	0.17	0	6.98	6.44	3.73	3.48	0	0	0.25	0	0	0
merged_5_20743426	0	0.07	30.48	32.2	0	0.08	0.23	0.29	0.14	0.41	44.94	38.2	38.33	36.32	0	0	0.21	0.13	0	0.1
merged_2_8893424	0.06	0.05	25.66	20.91	0.11	0.09	0.08	0.08	0.17	0.14	29.95	29.09	8.01	7.29	0.03	0.05	0.11	0.22	0	0.04
merged_2_12725227	0	0.21	59.12	60.29	0.11	0	0	0.07	0.07	0.28	69.02	50.01	79.81	87.64	0.1	0.14	0.53	0.38	0.12	0
merged_4_10427089	0.15	0.12	20.28	23.92	0.18	0.14	0.26	0.49	0.36	0.92	30.73	31.13	49.08	45.6	0.48	0.48	0.36	0.86	0	0.35
merged_5_15042622	0	0	20.09	17.39	0	0	0	0	0.14	0.91	29.91	23.12	7.28	7.62	0	0	0.2	0	0	0
merged_3_11871464	0	0	2.2	2.4	0	0	0	0	0.05	0.15	4.74	4.28	2.31	2.73	0.07	0	0.08	0.57	0	0
merged_2_7418739	0.24	0.19	28.99	27.98	0.19	0.23	0.35	0.4	0.52	0.75	32.52	30.43	41.51	37.35	0	0.26	1.35	2.08	0	0
merged_5_10067172	0.15	0.15	121.7	123.82	0.07	0	0	0.03	0.35	0.45	93.88	94.11	113.34	107.63	3.27	3	3.29	2.17	0.12	0.25
merged_4_2430339	0.33	0.24	49.5	44.13	0.35	0.4	0.34	0.54	0.53	0.68	43.96	38.23	31.01	30.65	0.14	0.05	0.62	0.93	0.21	0.19
merged_1_12930902	0	0	38.66	36.49	0.13	0.1	0.09	0.09	0.17	0.08	39.38	36.82	26.58	26.69	0.57	0.17	0.39	0.31	0	0.25
